id,description
4420|
442|
2151|
3011|
3040|Yume Nijino is in a pinch!?A luxury school idol cruise liner called Venus Ark has suddenly appeared!And the perfect idol who leads this ship is "Elza Forte"!!While traveling around the world, she gathered the most excellent idols and brands she could find.And now she has set her eyes on her next target, Yume Nijino of Four Star Academy.<br><br>(Source: Aikatsu Stars! Wiki)
13962|Wang Ling has developed incredible abilities from an early age. However, in order to lead an ordinary life, he decides to confine his powers in a talisman. Unfortunately, his sweet daily life is threatened when he has to participate in a competition after he enters high school.
5176|The film adapts a story from volume 5 of the Kino no Tabi light novel series and tells of another country Kino travels through. 
9578|
6260|
6735|The first out of six movie sequels to the TV series.
3011|
12|Echizen Ryoma is a young tennis prodigy who has won 4 consecutive tennis championships but who constantly lies in the shadow of his father, a former pro tennis player. He joins the Seishun Gakuen junior highschool, one of the best tennis schools in Japan, and there along with his teamates he learns to find his own type of tennis in an attempt to defeat his biggest obstacle of all: his father as well as himself.<br><br>(Source: Anime News Network)
2219|
14656|Short animations streamed on Kyoto Animation's Youtube channel in the lead up to the July 7 premiere of the second season.<br><br>(Source: Crunchyroll)
13790|The second season of <i>Baki</i>.<br>
442|
2568|
60|
2461|
13333|Streamed special of Demi-chan wa Kataritai which will also be included with the DVD/BD volume 7.
13219|
6148|Ten years ago, a gigantic demon beast known as the Nine-Tailed Demon Fox was released from its jinchuuriki by an unknown shinobi wearing a mask. The village of Konohagakure was close to destruction by the attack of the Nine-Tails, but the village was saved by its leader. Minato Namikaze and his wife Kushina Uzumaki&mdash;who was the jinchuuriki at the time of the attack&mdash;sealed away the demon inside their new born son: Naruto Uzumaki. However, this act of saving the village cost them their lives and they left the future of the ninja world to Naruto.<br><br>With the demon fox sealed away, things continued as normal. However, the peace of the village would not last long, for Pain, Konan, Itachi Uchiha, Kisame Hoshigaki, Sasori, Deidara, Hidan and Kakuzu&mdash;members of a dreaded shinobi group called the Akatsuki&mdash;attacked Konohagakure. Naruto narrowly manages to launch a counter-attack but why have these shinobi appeared when all of them were meant to have died? The mystery remains, but the shinobi are praised by heir families for completing such a dangerous mission. However, one of them who has never known the faces of his parents, Naruto, cannot help but feel lonely. At that exact time, suddenly, the masked man makes his appearance in Konoha. Naruto and his allies are both attacked by the man's mysterious new doujutsu.<br><br>(Source: Naruto Wikia)
1657|Middle schooler Ichigo Amano has never excelled at anything (other than eating cakes, of course), but a chance encounter with famed pâtissier Henri Lucas changes everything! Henri immediately recognizes Ichigo’s extraordinary palate, offering her a spot at the prestigious pastry school known as St. Marie Academy. There Ichigo meets the Sweet Princes and their fairy guardians, the Sweets Spirits — and together they are determined to become the most acclaimed pastry chefs around!<br><br>(Source: Maiden Japan)
9172|Animated bloopers, based on the extra section of the original manga, included with the BD/DVD release of Kuroko no Basket: Last Game.
6092|After an interaction with J-League professional players, Conan and co watches the big match between Tokyo Spirits and Gamba Osaka, only to find out that a bomb has been planted in the stadium. It is now up to Conan once again to foil the culprit's plans and reveal his/her true identity.<br><br>(Source: Anime News Network)
9263|
3516|The second season of <i>Major 2nd</i>.<br><br>"One day, we're going to make the strongest battery ever!" Based on the promise to reunite with Hikaru again, Daigo has moved on to Fuurin Academy Middle School. Daigo is the captain for the baseball club, but with all the older students gone, the team is all girls, including Mutsuko. With a group of peculiar newcomers, the new Fuurin Academy baseball club is off to a new start!<br><br>How strong are these baseball girls?! It's the beginning of the "middle school chapter" of the endlessly passionate baseball tale!<br><br>(Source: Crunchyroll)
3525|
2819|It is announced at the Jump Festa 2016 event that a new TV anime adaptation of Katsura Hoshino's dark fantasy action manga series D.Gray-man is in the works for a 2016 premiere.
12752|
12738|
3509|
3844|The musical composition formed a dwelling power in the girl. A legendary opera, a magnificent composition created in the past. A new life—"Musicart"—imbued with the score.<br><br>An ephemeral, beautiful, and fateful tale of girls fighting with the power of musical scores in a world where music has been forgotten. They just aim for the delight that lies beyond. Takt Op. connects music to tomorrow.<br><br>(Source: MAL News)
6688|
480|
12671|
6731|
6638|A compilation film recapping the second half of the anime television series.
12596|
1882|Second season of Mitsudomoe.
2966|
12582|Episode 0 of <i>Free!: Dive to the Future</i> was shown at a special Free! event. Episode 1 also pre-aired during this same event. Episode 0 will eventually be included in the BD/DVD release of <i>Free!: Dive to the Future</i>.
6637|A compilation film recapping the first half of the anime television series.
9000|The anime will explore the childhood bond between Luffy, Ace and Sabo.
6055|
3967|Nobi Nobita is a 4th-grade boy in Tokyo. One day, a round, blue cat-style robot (minus ears) pops up in his desk drawer. Nobita's great-great-grandson (or something) lives in the 22nd Century, but thanks to Nobita's mistakes, the entire family is living in poverty. To rectify this, Nobita's descendent is sent Doraemon back to the past, to help prevent Nobita from making mistakes. Of course this is a difficult task since Nobita is the weakest and least intelligent child in his class. Doraemon does, however, have a 4-dimensional pocket on his front, which contains cool gadgets from the future. With these toys, Doraemon will try to help Nobita. Unfortunately, Nobita also has the bad habit of misusing Doraemon's gadgets and landing himself in yet more trouble? <br><br>(Source: AnimeNfo)
258|
6623|Second part of Free!: Timeless Medley
5087|
1746|Ko Ichinomiya's family motto is "Never be indebted to anyone," but after losing his pants and falling into the Arakawa River, he quickly finds himself in debt to his savior, the cutely insane Nino (who happens to live under the bridge). To repay her, he vows to help her with her desire to "experience love." Along the way he'll meet the river's other residents, including a hot-blooded kappa, a Sister in drag, and a literal rock star. Sorry, Ko—when you fell into that river, I guess you really got in over your head! <br><br>(Source: NIS America) 
8993|An extra episode airing at theatres.
3163|The average human body contains about 60 trillion cells, and each of them has work to do! But when you get injured, viruses or bacteria invade, or when an allergic reaction flares up, everyone from the silent but deadly white blood cells to the brainy neurons has to work together to get through the crisis!<br><br>(Source: Kodansha Comics USA)
987|
264|Due to a lack of ambassadors for the recently-conquered worlds the rapidly advancing fleet of the Bebaus brothers leave behind, Lafiel is appointed Territorial Ambassador of the planet Lobnas II. Upon arriving to the planet Jinto and Lafiel discover that the planet was used by the United Mankind as a prison planet and now has a million prisoners on the only inhabited island. The prisoners are parted in three blocks. The western where women are housed, the eastern belongs to the men and the central is mixed under the restriction that all prisoners living there are sterilized. The women in the western sector want to emigrate from the planet of fear for the men and when they do the men in the east rebel, overthrowing the guards and capturing Jinto to try to stop the emigration of the women. At the same time an enemy fleet heads toward the system forcing Lafiel to abandon Jinto.<br><br>(Source: Anime News Network)
1269|
8943|
998|
1722|The series consists of adaptations of six modern classics of Japanese literature: Osamu Dazai&rsquo;s No Longer Human (Ningen Shikkaku) &amp; Run, Melos! (Hashire, Melos!), Natsume Soseki&rsquo;s Kokoro, Ryunosuke Akutagawa&rsquo;s Hell Screen (Jigoku Hen) &amp; The Spider's Thread (Kumo no Ito), and Ango Sakaguchi's In the Forest, Under Cherries in Full Bloom (Sakura no Mori no Mankai no Shita).<br><br>No Longer Human (Ningen Shikkaku) - A high school student becomes lost and alienated. Despondent and aimless, he falls into a cycle of self abuse, depression and drugs that taints his life for years. Told in three chapters, each chapter deals with a different point in his life and the final chapter leaves him standing alone - an empty and hollow charicature of his former self.<br><br>In the Forest, Under Cherries in Full Bloom (Sakura no Mori no Mankai no Shita) - A love story between a 12th-century woman and a mountain bandit who abducts her.<br><br>Kokoro - A 1914 tale of a young man's life journey during the Meiji era. The work deals with the transition from the Japanese Meiji society to the modern era, by exploring the friendship between a young man and an older man he calls "Sensei". It continues the theme of isolation developed in Soseki's previous works, here in the context of interwoven strands of egoism and guilt, as opposed to shame.<br><br>Run, Melos! (Hashire, Melos!) - An updated retelling of a classic Greek tale of the story of Damon and Pythias. The most prominent theme of "Run, Melos!" is unwavering friendship. Despite facing hardships, the protagonist Melos does his best to save his friend's life, and in the end his efforts are rewarded.<br><br>The Spider's Thread (Kumo no Ito) - The Buddha Shakyamuni chances to notice a cold-hearted criminal suffering in Hell. But this criminal did perform one single act of kindness in not stepping on a spider in a forest. Moved by this selfless act, Shakyamuni takes the silvery thread of a spider in Paradise and lowers it down into Hell, but it falls upon the criminal to seize the opportunity and pull himself out - if he can.<br><br>Hell Screen (Jigoku Hen) - A famous artist is commissioned by a great lord to create a series of paintings depicting scenes of the 'Buddhist Hell'. The artist is unable to paint scenes that he has not seen himself, prompting him to torture and torment the Lord's staff to create his imagined images of hell. His creative efforts taint the household, as the story descends into madness and destruction.<br><br>(Source: AniDB)
12525|The official Twitter account for the television anime of Afro's Yurucamp (Yurukyan△, Laid-Back Camp Δ) manga revealed on Saturday that the anime's first Blu-ray Disc and DVD will feature a "Yuru Camp Episode 0" anime on the disc. The anime will tell a story before Nadeshiko joins the club.<br><br>(Source: Anime News Network)
6609|A bombing case at Nichiuri TV in autumn. The Satsuki Cup, which crowns the winner of Japan's Ogura Hyakunin Isshu based competitive karuta tournament, is currently being filmed inside the facility. The incident results in a big commotion and, while the building is burning to ashes, the only people left inside are Heiji and Kazuha. They get rescued just in time by Conan, who rushes to the scene. Both the identity and motive of the bomber are unknown.<br><br>While confusion takes over due to the explosion, Conan meets a mysterious beautiful girl who claims she is "Heiji's fiancée". Her name is Momiji Ooka and she is the Kyoto High School karuta champion. As fate would have it, Kazuha is going to face Momiji in the Hyakunin Isshu competition, so she begins to train with the help of Heiji's mother, Shizuka, who is a skilled karuta player.<br><br>At the same time, in a Japanese house in Arashiyama, Kyoto's outskirts, the reigning Satsuki Cup champion is murdered. Pictures of the crime scene reveal Momji's presence. Additionally, several karuta cards were spread around the victim.<br><br>Conan and Heiji, along with the Osaka and Kyoto police departments, begin their investigation on the Satsuki Cup and the related murder case. As the inquiry goes on, they come across a secret connected with the Hyakunin Isshu.
2657|
8957|It's been announced that a new Detective Conan anime special project is launching. The "astonishing collaboration" is titled "Edogawa Conan Shissou Jiken: Shijou Saiaku no Futsukakan" (The Disappearance of Conan Edogawa: The Worst Two Days in History).<br><br>The anime special will celebrate the 20th anniversary of Gosho Aoyama's original manga, and it will recount a previously untold story from Conan's past.<br><br>(Source: Anime News Network)
1506|
12655|The OVA episode looks at the primary matches between the two schools and even includes interviews with the players 
6622|First part of Free!: Timeless Medley
1991|
8928|Animated short with an original story that was screened alongside "Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai."
5093|15 years ago, Daiichi Yachiyo Maru, a cargo ship, was crashed into a large iceberg in northern the Pacific Ocean, and sank. The captain and a crew were died.<br><br>Now, in Nishitama, a ship designer of Yatsushiro Shipbuilder, which belonged to Yatsushiro Financial Combine, was suffered from a sudden hart attack while he was driving, and died in a traffic accident.<br><br>Six months has passed since then. Conan, Ran, and Kogoro are enjoying their trip in the Aphrodite. The Aphrodite is a luxury liner, and it is sailing for the Pacific Ocean as its maiden voyage. However, there is a suspicious person, and finally a murder occurs.<br><br>It is the beginning of a horrible plot occurred in the ocean where there is no place to escape from.<br><br>(Source: AnimeNfo)
12442|An epilogue to the Diamond no Ace series, bundled with 4th and 5th manga volumes of Act II.
5929|Fifth Break Blade Movie.
5072|Mouri Kogoro is called to a special case in the ancient capital of Kyoto. There, Conan meets Heiji and they team up once again to solve the case, recover the stolen Healing Buddha statue, and even discover the identity of Heiji's first love.<br><br>(Source: Anime News Network)
2173|
5887|Third Break Blade movie.
139|In some distant future, it's common knowledge that all wolves have been extinct for 200 years. However, it seems this is false as wolves have not disappeared but rather have taken human form. Kiba, a lone wolf, wanders into a city, trying to sniff out the Lunar Flowers that are supposed to lead whoever follows the scent to paradise. The source of the smell is Cheza, a girl who sleeps in what appears to be suspended animation in a lab. She and the wolves are drawn to each other, and Kiba hopes to find paradise once he finds the source of the scent of Lunar Flowers. However, once Kiba finds Cheza, she is kidnapped by a mysterious person called Darcia, and his search begins anew. Before he leaves the city, he meets 3 other wolves, Tsume, Hige and Toboe. All four wolves have very different personalities and ideas, and their friendliness towards each other is a little rough around the edges. However, they soon band together to continue to search for paradise. <br><br>(Source: Anime News Network)
8899|One day, Red, a boy filled with dreams of going on a Pokémon journey, is called to Professor Okido's lab. There, he and his rival Green are given a Pokédex in order to collect data on all of the Pokémon in the region. As Red works his way to become champion with his Charmander, he meets many people on his journey, including Old Man Fuji, a man who runs the home for abandoned Pokémon, and Reina, a girl who works there. As danger in Red's journey begins to peak, he and his partner Pokémon experience a transformation like never before...<br><br>(Source: Anime News Network)
2784|
547|
8599|
1064|Remy, a cheerful and tender-hearted girl, lives with her mother in a French country town. One day her father returns to the town after a long period working away from home in a city. Her father tells Remy that she isn't their real daughter, and Remy is almost sold to an evil slave trader. It is Vitalis, a strolling entertainer, who helps Remy. Vitalis discovers her talent for singing and decides to take her in with his troupe.<br><br>(Source: Anime News Network)
3407|Seth, Mélie, and Doc encounter new allies in Caislean Merlin—the stronghold of the Knights-sorcerers, a group that is also after the monster called Némésis. But Caislean Merlin is plagued by the Spectrum Némésis, mysterious beings that are rumored to be harbingers of catastrophe. Will Seth be able to discover the secret behind this new form of Némésis? His adventure accelerates with the addition of Ocoho, a girl who hopes to become a Knight-sorcerer, a farewell with Mélie and Doc, and a clash with the malicious Merchant-Barons! And all this with the Inquisition still at his heels!<br>(Source: Crunchyroll)
2123|
2431|
12243|
2653|
8912|The main additions in "Little Busters! Ecstasy" are 3 heroine routes involving the characters Kanata Futaki, Sasami Sasasegawa and Saya Tokido.The episodes will be bundled with the BD/DVD releases of Little Busters!: Refrain.
5026|The year is 1999 and Tokyo's Mobile Police have a new weapon in the war on crime &ndash; advanced robots called Labors are used to combat criminals who would use the new technology for illegal means. The suicide of a mysterious man on the massive Babylon Project construction site sets off a cascade of events that may signal the destruction of Tokyo.<br><br>(Source: Anime News Network)
2642|Ryu Yamada is a second year student at Suzaku High. Ryu is always late for school, naps in class and gets abysmal grades. His life is a dead bore. The beautiful Urara Shiraishi, on the other hand, is Suzaku High's brightest student. One day, without explanation, their bodies are swapped! Ryu ends up in Urara's body, and Urara in Ryu's.
12145|OVA bundled with the 11th Shigatsu wa Kimi no Uso manga volume.<br><br>The OVA focuses on Kousei, Emi and Takeshi when they were younger, showing their troubles during their competitions and the beginning of their rivalry.<br><br>(Source: Shigatsu wa Kimi no Uso Wikia)
12104|
8422|According to the official website, two extra episodes will be included in the Blu-ray and DVD volumes 4 and 7 of "Sora no Woto". The volumes 4 and 7 will be released on June 23rd (episode 7.5) and September 22nd (episode 13), respectively. <br>
3373|
3098|
12066|An unaired episode bundled with the seventh volume of the manga.<br><br>Suguru wins some tickets to Okinawa in a shopping mall lottery, so the whole gang plan to go on a trip there. To prepare for the trip, the girls practise being on an aeroplane and go to a convenience store to buy some travel things. Meanwhile, Renge is very thoughtful about how the trip may change her view on the world, spending the evening before the trip giving her farewells to the countryside. The next day, everyone sets off on their flight to Okinawa...<br><br>(Source: Wikipedia)
582|Kids and ghosts. When young Satsuki finds an old book of spells from her passed away mother, she gains the power to fight ghosts that are haunting her new school. With the help of her friends, and of a really wicked devil cat, she must protect everyone around her or be haunted for ever more. <br><br>(Source: Anime News Network)
6493|
11989|The Service Club is recruited by a magazine to write an article promoting "Love and Marriage". Yukino calls in Hachiman's younger sister Komachi for assistance, and the three of them, along with Yui and their teacher Shuzuka get side-tracked and begin competing to see who can be the best wife.<br><br>(Source: Anime News Network)<br><br><i>Note: Bundled with the limited edition of the Yahari Game demo Ore no Seishun Lovecome wa Machigatteiru. PlayStation Vita game from 5pb.</i>
2197|
3223|Hitori Bocchi suffers from extreme social anxiety, she’s not good at talking to people, takes pretty extreme actions, is surprisingly adept at avoiding people, her legs cramp when she overexerts herself, gets full of herself when alone, will vomit when exposed to extreme tension and often comes up with plans. Now she is entering middle school and her only friend, Yawara Kai, is attending a different school. This leaves Bocchi alone, surrounded by new classmates with whom she must make friends before Kai will talk to her again.<br><br>(Source: Doki)
2936|
8125|Sequel of the Hidamari Sketch TV series.
6536|Conan tries to track down Kaito Kid, who supposedly steals a replica of one of Van Gogh's Sunflowers paintings during an auction. <br><br>(Source: Anime News Network)
2777|After defeating the formidable opponent Hakone Gakuen in the national tournament "Inter-High," senior members of Sohoku High -- Kinjo, Makishima, and Tadokoro -- are about to retire, and the team reorganizes with first-year members (Onoda, Imaizumi, and Naruko) under the leadership of Teshima as team captain and Aoyagi as vice captain. Meanwhile, Hakone Gakuen is reorganizing and recruiting as well in order to retake the championship, while Kyoto Fushimi High is now led by "monster racer" Midousuji.<br><br>(Source: Anime News Network)
3626|A rookie Red Blood Cell has been bustling about, frantically making oxygen deliveries all around the body! But his workplace is on the brink of going Code Black!! Drinking, smoking, stress, sleep deprivation... Struggling to survive a life not unlike the brutal corporate world, what must these overworked cells be thinking at the end of the day? This is a tale about the inside of your body...<br><br>(Source: Funimation)<br><br><i>Notes:<br>- The episodes were streamed two days ahead of the Japanese broadcast on Funimation beginning on Jan 8, 2021 at 2:30 JST. The regular TV broadcast started on Jan 10, 2021 at 0:00 JST.</i><br><i>- Episodes 3 and 4 were broadcast in Japan as a one hour special episode on Jan 19, 2021 at 1:40 JST.</i>
311|
604|
311|
604|
2471|The third season of <i>Senki Zesshou Symphogear</i>.<br><br>Following the events of <i>Senki Zesshou Symphogear G</i>, Hibiki Tachibana, Tsubasa Kazanari, and Chris Yukine continue to operate under the command of Genjuurou Kazanari. Meanwhile, Maria Cadenzavna Eve, Kirika Akatsuki, and Shirabe Tsukuyomi are taken into protective custody. With peace restored, everyone returns to their daily lives; however, the appearance of the alchemist Carol Malus Dienheim and her subordinates—the "Autoscorers"—threatens to draw everyone back into a conflict.<br><br>Armed with a strange and magical power, Carol wishes to initiate the apocalypse and bring destruction to the world... and she is willing to sacrifice everything to do so. Against this mysterious new foe, the six Symphogear wielders must rise to the challenge in order to protect what they hold dear. However, will Carol and her Autoscorers prove to be too much to handle in this fight to protect the fate of the world?<br><br>(Source: MAL Rewrite)
13444|Tang San spent his life in the Tang Outer Sect, dedicated to the creation and mastery of hidden weapons. Once he stole the secret lore of the Inner Sect to reach the pinnacle of his art, his only way out was death. But after throwing himself off the deadly Hell's Peak he was reborn in a different world, the world of Douluo Dalu, a world where every person has a spirit of their own, and those with powerful spirits can practice their spirit power to rise and become Spirit Masters.<br><br>The spirit that awakens within Tang San is Blue Silver Grass, a useless spirit. Can he overcome the difficulties to reach the high ranks of Spirit Masters and bring the glory of the Tang Sect into this new world?<br><br>(Source: AniDB)
6350|
3115|
13331|
1847|Index is still a fugitive and many powerful Magical organizations and individuals want to take her to use the books in her memory eliminating her in the process. War between those organizations is also starting to emerge. Index can only rely on her friend Touma who has always protected her along with Misaka and other friends from the Academy.<br><br>(Source: Anime News Network)
321|
6740|
628|In a distant future, Tetsuro is a human boy who wants his body replaced with a robotic one. This is possible, but to do so he has to reach the Immortal Planet onboard the space train Galaxy Express 999. Maetel, a beautiful and mysterious blonde woman dressed in Russian style, joins him in the long journey through space. Every episode sees our heroes arriving in a new planet's space train station. <br><br>(Source: Anime News Network)
2163|
13252|The gang is back to their usual antics and things have returned to normal in Nanba prison. However, the status quo is upset when a former guard turned inmate enacts a plan of his own.<br><br>(Source: Anime News Network)
4906|It's winter vacation and Sakura wins a trip to Hong Kong. Kero, skeptic of her luck in lotteries, questions whether she was merely lucky or was she summoned to Hong Kong upon inevitability. As Sakura strolls through Hong Kong's Bird Street, she senses an evil force calling to her. On chasing two strange birds, she is lead to a phantom world where she learns she was actually made to come to Hong Kong by a woman, Madoushi, who apparently wants revenge on Clow Reed. With Syaoran's mother, Yelan's help and the guidance from Clow Reed's voice, she must fight Madoushi and rescue her friends and loved ones, who have been captured.
9163|
2790|
2920|An angel at the top of an angel school has descended to the human world! However, she has already acclimated to the life of the human world so much that she ends up leading a self-indulgent life, skipping school all the time and being absorbed in online games. Gabriel soon forgets about her original goal to make human beings happy and has turned into a lazy and hopeless angel, or a “sloppy angel” in short. Amazingly, she swears to continue to fully enjoy the pleasure of various entertainments of the human world.<br><br>(Source: Crunchyroll)
4893|U.C. 0093. 13 years have passed since the events of the original Mobile Suit Gundam series. But the foundations of peace are once again threatened by a new Neo Zeon army, led by the infamous Char Aznable! Their ultimate goal is to plunge Earth into a nuclear winter, forcing humanity to emigrate completely into space. Armed with the state-of-the-art Nu Gundam, Amuro Ray and his Federation comrades are all that stand against Neo Zeon. Torn between vengeance, duty, and love - the final battle is at hand!<br><br>(Source: Sunrise)
332|
9038|
9017|An extra episode airing at theatres which depicts the shocking incident that occurs during Celty and Shinra's romantic trip together.
5319|A brother and sister discover the digital world is more than 1s and 0s when a living creature arrives out of the family computer. The adventures of a group of children start with the appearance of a Digital Monster in the real world.<br><br>(Source: Anime News Network)
3101|
667|
13228|
1822|
8767|The final 4 episodes of Saki: Achiga-hen - Episode of Side-A.
2460|The story revolves around Yuki, a boy who wants to become friends with his classmate and desk neighbor Kaori. However, she gently declines his friendship, saying, “But, my... Memories of my friends disappear in a week...” Even so, Yuki wants to become her friend, and so the two become friends over and over again as the weeks pass.
1738|
6165|
6169|The movie is set on a state-of-the art Aegis vessel with the full cooperation of Japan's real-life Ministry of Defense and Maritime Self-Defense Force. The corpse of a Self-Defense Force member has been found &mdash; minus the left arm &mdash; and a spy has infiltrated the Aegis vessel. The heroine Ran is put in jeopardy, and Conan is forced to stand up against the dangerous Spy "X."<br><br>(Source: Anime News Network)
2778|
5227|September, 1998: In the city where Shiki lives, something triggers a spate of mysterious schoolgirl suicides. The connection between the girls who've leapt to their deaths is unclear, although all of them have jumped from the Fujou Building, a skyscraper scheduled to be demolished.<br><br>(Source: Aniplex USA)
5228|
3078|The fourth season of <i>Yowamushi Pedal</i>.
8858|
5234|Set in 19th-century Belgium, this classic tale, based on the Flemish novel by Oui'da, celebrates the affectionate bond between an innocent boy and his faithful dog. The stunning animation, a masterful combination of traditional and computer-aided animation, captures the natural splendor of the Flanders countryside and recreates the spirit of this classic story that has captivated audiences world wide for more than 130 years. In fact, the popularity of The Dog Of Flanders led the local Belgian government of Flanders to dedicate a statue to Nello and Patrash in 1985, immortalizing their devotion to each other. <br><br>(Source: AniDB)
13225|Shorts of Ansatsu Kyoushitsu (TV) 2nd Season which adapt chapters of the manga which are not in the TV series. <br><br>The adapted chapters are 78 ("Takebayashi no Jikan") and 79 ("Shihaisha no Jikan, Ni Jikanme"), which are published in the ninth manga volume.
12997|The plot revolves around Doki, a female rabbit, meeting, falling in love with, and chasing Nabi, a male cat, in a world where love between the two species is socially unacceptable. The theme of the short is that all love can be accepted and has a chance. Nabi attempts to cure Doki's infatuation for him, but after seeing the extent of her love, he gives in and finds something he can appreciate in her.<br><br>(Source: Wikipedia)
12971|Sentan Island is a small island surrounded by the Yuden Sea. It exists in a state of dreamlike tranquility, cut off from the war between the Northern Government and the Southern Continent Free Zone. Our hero, Akiyuki Takehara, lives on Sentain Island along with his mother Fusa. He is currently separated from his father, the town doctor Ryuzo, but the bond between father and son remains. One day, after taking Ryuzo the lunch that Fusa has made for him as usual, Akiyuki arrives at school, where he is caught up in an explosion along with his friends, Haru and Furuichi. The explosion produces a mysterious light, which enters Akiyuki's arm, causing him excruciating pain. He's given no time to understand it, however, as the white-haired girl who rode on the bus with him guides him to a power unlike anything he's ever known.
12732|
12532|OVA bundled with the ninth volume of the manga.
12456|
3062|The moment Miou Aida first met Haruki Serizawa at the Sakuragaoka High School Entrance Ceremony they both felt an unexplainable connection. Despite their completely different personalities, they found themselves walking home together after school every day. As they spend more time together, their feelings for each other grow stronger. Just 10 centimeters apart, but the distance remains...<br><br>(Source: Funimation)
12341|The episode revolves around the man with "the worst luck in Ikebukuro," Shizuo Heiwajima, and another blonde-haired, sunglasses-wearing man wearing a bartender outfit named Shidzuo Nobusuma. Shidzuo is a young hoodlum. As the two men's fates are entangled, a new legend is born on the streets of Ikebukuro.<br><br>(Source: Anime News Network)
12343|
8632|An unaired episode included with the volume 9 Blu-ray. 
9521|After the events in the city, Har&eacute; and family come back to the Jungle. But it is never calm for Har&eacute; as he first must deal with an unstable substitute teacher, then with some big news: Weda is pregnant. The answer to how and who will change his family forever. Poor Har&eacute;, now has to deal with a father in addition to his drunk mother and Guu, and soon a sibling too.<br><br>(Source: Anime News Network)
8745|Animated bloopers, based on the extra section of the original manga series, included with the BD/DVD series for Kuroko no Basket (both limited and normal editions).
2456|Coming to a new town to start high school can be intimidating, and that's especially true for Cocoa, who can't find the place she's supposed to be staying when she arrives. When she stops at a cafe to ask for directions, however, it turns out that she's already where she needs to be! You see, the Rabbit House is both a restaurant and a boarding house, and Cocoa will be working there along with the owner's granddaughter, Chino and the strangely military-obsessed Rize. It's a great place to work, business is hopping, and Cocoa's fits right in with her new coworkers, as well as the girls from two other rival cafes. Still, there is something just a little odd about the Rabbit House. Besides the fact that Rize usually carries a Glock and a knife hidden on her, there's also a mystery involving the shop's pet rabbit, Tippy. And then there are those girls who sometimes seem to be able to communicate without talking…<br><br>(Source: Sentai Filmworks)
1453|
12235|Takehito Kumagami's clairvoyance leads his group of friends to another child with supernatural powers: Iori Sekiguchi, a mind reader. However, as they try to approach her, they realize her power makes her nearly impossible to pin down. Having been chosen by the club to handle this case, Nao Tomori and Yuu Otosaka must find a way to get around the child's unique ability before it is too late.[Written by MAL Rewrite]
12168|
6086|
762|
774|
2220|
8380|A summary of the events in Detective Conan Movie 08: Magician of the Silver Sky. 
6076|
1462|
12124|Unaired episode 13 released with volume 7 of the Blu-ray and DVD.
798|Set 10 years after Mahou Shoujo Lyrical Nanoha A's, Nanoha, Fate, Hayate and the rest of the crew are now working full time in the Time-Space Administration Bureau. Nanoha is a combat instructor, Fate is a special investigator, and Hayate is a commanding officer. They must unite once again to save the dimensions. Introducing new characters as well: Subaru, Teana, Caro and Erio. Stand by. Ready. Set up!
12138|
12119|
4249|
3030|
4033|The Yamadas and Chi move to a new apartment house, where keeping a pet is allowed.
8030|When Jun buys Shinku a brooch, she refuses to accept it at all costs. Souseiseki then confronts Jun with the reason for Shinku's behavior. The tragic story of Suigintou is told, with the revelation of why her hatred for Shinku could last throughout centuries.<br><br>NOTE: this OVA has some spoilers of Rozen Maiden: Träumend, the second season of Rozen Maiden. These episodes fall chronologically between the 5th and 6th episodes of Rozen Maiden: Träumend, but might spoil later revelations.
12079|
8118|1. Genshisuru Kami (Visions of a God)<br>A two hour episode of Death Note, mainly a compilation of the confrontations between Light and L, re-edited from Ryuk's perspective with new dialogue and soundtrack along with additional animation that could not be included in the original series.  An Unnamed Shinigami comes to Ryuk to question him about his new story in the human world.<br><br>2. Eru o Tsugu Mono (L's Successors)<br>This story continues where the previous left off, continuing the story of Light. As the previous special told Light and L's battles, this story does the same with the conflicts between Light, Mello, and Near.  <br><br>(Source: Wikipedia)
3515|Anos, the Demon King of Tyranny, has defeated humans, spirits, and gods alike. But even demon kings get tired of all the fighting sometimes! Hoping for a more peaceful life, Anos decides to reincarnate himself. When he wakes two thousand years later, though, he finds the world has become too peaceful--his descendants have grown weak and magic is in serious decline. Intending to reclaim his rightful place, he enrolls in Demon King Academy, where he finds that his magical power is off the charts. Literally. And because they can't measure his power, the faculty and other students regard Anos as a misfit. With the support of Misha, the one student he manages to befriend, the misfit (Demon King) begins his climb up the demon ranks!<br><br>(Source: Square Enix Manga & Books)
4049|The second season of <em>Tentai Senshi Sunred</em>.
839|Kindaichi Hajime may look dumb, but he is one of the smartest you will ever see. He encounters mysteries after mysteries with his good friend, Miyuki, and he swears to solve them in the name of his grandfather, which was a great detective.<br><br>(Source: Anime News Network)
3199|
11962|
843|Michishio Nagasumi's life couldn't be any more normal. In an odd twist of events, during his summer vacation he ends up almost drowning in the sea. Luckily, the cute mermaid Seto San appears to save him. However, San is from a yakuza mermaid family and according to their law, if a human is to catch sight of a mermaid, either he or the mermaid must die. The only other way is for Nagasumi to be taken in as a family member, marrying San. In attempts to save both of their lives, Nagasumi asks for San's hand in marriage. Nagasumi's summer vacation reaped more then what he would expect, as he must now protect San from others finding her secret out. 
1919|
